activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,19445582,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)C[C@@H](C(=O)O)n1[se]c2ccccc2c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL4520558,,CHEMBL4520558,,0,http://www.openphacts.org/units/Nanomolar,3248586,=,1,1,=,,IC50,nM,,388000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,388.0
Not Active,19445583,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCn1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,,CHEMBL4552531,,CHEMBL4552531,,0,,3248587,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,19445584,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCCn1[se]c2ccccc2c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL4444989,,CHEMBL4444989,,0,http://www.openphacts.org/units/Nanomolar,3248588,=,1,1,=,,IC50,nM,,103000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,103.0
,19445585,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)Cn1[se]c2ccccc2c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL4089739,,CHEMBL4089739,,0,http://www.openphacts.org/units/Nanomolar,3248589,=,1,1,=,,IC50,nM,,107700.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,107.7
,19445586,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)[C@H](C)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '14.52', 'le': None, 'lle': None, 'sei': None}",CHEMBL4563587,,CHEMBL4563587,4.12,0,http://www.openphacts.org/units/Nanomolar,3248590,=,1,1,=,,IC50,nM,,75000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,75.0
,19445587,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC(C)[C@@H](C(=O)OC)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '12.31', 'le': None, 'lle': None, 'sei': None}",CHEMBL4563580,,CHEMBL4563580,4.02,0,http://www.openphacts.org/units/Nanomolar,3248591,=,1,1,=,,IC50,nM,,96000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,96.0
,19445588,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)[C@H](CC(C)C)n1[se]c2ccccc2c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL4444060,,CHEMBL4444060,,0,http://www.openphacts.org/units/Nanomolar,3248592,=,1,1,=,,IC50,nM,,127000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,127.0
,19445589,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)[C@@H](CC(C)C)n1[se]c2ccccc2c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL4469463,,CHEMBL4469463,,0,http://www.openphacts.org/units/Nanomolar,3248593,=,1,1,=,,IC50,nM,,121000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,121.0
,19445590,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '7.38', 'le': None, 'lle': None, 'sei': None}",CHEMBL385817,EBSELEN DISELENIDE,CHEMBL385817,4.06,0,http://www.openphacts.org/units/Nanomolar,3248594,=,1,1,=,,IC50,nM,,87000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,87.0
Not Active,19445591,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC(CO)NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)NC(CC)CO,,,CHEMBL4431351,J Med Chem,2016,,CHEMBL4539240,,CHEMBL4539240,,0,,3248595,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,19445592,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CNC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL3747547,,CHEMBL3747547,,0,http://www.openphacts.org/units/Nanomolar,3248596,=,1,1,=,,IC50,nM,,163000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,163.0
,19445593,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)N[C@@H](C)C(=O)O)C(=O)O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '7.51', 'le': None, 'lle': None, 'sei': None}",CHEMBL3747132,,CHEMBL3747132,4.07,0,http://www.openphacts.org/units/Nanomolar,3248597,=,1,1,=,,IC50,nM,,85000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,85.0
Not Active,19445594,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCCNC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)NCCCC(=O)O,,,CHEMBL4431351,J Med Chem,2016,,CHEMBL4461450,,CHEMBL4461450,,0,,3248598,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Active,19445595,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)CNC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)NCC(=O)OC,,,CHEMBL4431351,J Med Chem,2016,,CHEMBL4471428,,CHEMBL4471428,,0,,3248599,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Active,19445596,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)CCCNC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)NCCCC(=O)OC,,,CHEMBL4431351,J Med Chem,2016,,CHEMBL4575318,,CHEMBL4575318,,0,,3248600,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Active,19445597,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccccc1[Se][Se]c1ccccc1C(=O)O,,,CHEMBL4431351,J Med Chem,2016,,CHEMBL1976884,,CHEMBL1976884,,0,,3248601,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Active,19445598,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Oc1ccccc1)c1ccccc1[Se][Se]c1ccccc1C(=O)Oc1ccccc1,,,CHEMBL4431351,J Med Chem,2016,,CHEMBL4555455,,CHEMBL4555455,,0,,3248602,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,19445599,[],CHEMBL4432504,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL734,ACETOHYDROXAMIC ACID,CHEMBL734,,0,http://www.openphacts.org/units/Nanomolar,3248603,=,1,1,=,,IC50,nM,,154000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,154.0
,19445600,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=c1[nH][se]c2ccccc12,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '29.75', 'le': None, 'lle': None, 'sei': None}",CHEMBL3655716,,CHEMBL3655716,5.89,0,http://www.openphacts.org/units/Nanomolar,3248579,=,1,1,=,,IC50,nM,,1280.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1.28
,19445601,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=c1c2ccccc2[se]n1-c1ccccc1,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '19.77', 'le': None, 'lle': None, 'sei': None}",CHEMBL51085,EBSELEN,CHEMBL51085,5.42,0,http://www.openphacts.org/units/Nanomolar,3248580,=,1,1,=,,IC50,nM,,3800.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,3.8
,19445602,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H](c1ccccc1)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '15.21', 'le': None, 'lle': None, 'sei': None}",CHEMBL4524305,,CHEMBL4524305,4.60,0,http://www.openphacts.org/units/Nanomolar,3248581,=,1,1,=,,IC50,nM,,25300.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,25.3
,19445603,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=c1c2ccccc2[se]n1[C@H](CO)c1ccccc1,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '14.59', 'le': None, 'lle': None, 'sei': None}",CHEMBL4469439,,CHEMBL4469439,4.64,0,http://www.openphacts.org/units/Nanomolar,3248582,=,1,1,=,,IC50,nM,,22700.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,22.7
,19445604,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,C[C@@H](C(=O)O)n1[se]c2ccccc2c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL4534596,,CHEMBL4534596,,0,http://www.openphacts.org/units/Nanomolar,3248583,=,1,1,=,,IC50,nM,,196000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,196.0
,19445605,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@@H](C(=O)O)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '14.81', 'le': None, 'lle': None, 'sei': None}",CHEMBL4592440,,CHEMBL4592440,4.42,0,http://www.openphacts.org/units/Nanomolar,3248584,=,1,1,=,,IC50,nM,,38400.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,38.4
,19445606,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@@H](C(=O)O)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '12.88', 'le': None, 'lle': None, 'sei': None}",CHEMBL4463967,,CHEMBL4463967,4.02,0,http://www.openphacts.org/units/Nanomolar,3248585,=,1,1,=,,IC50,nM,,95000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,95.0
,19445607,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)C[C@@H](C(=O)O)n1[se]c2ccccc2c1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL4520558,,CHEMBL4520558,,0,http://www.openphacts.org/units/Nanomolar,3248586,=,1,1,=,,IC50,nM,,319000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,319.0
,19445608,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCn1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '16.36', 'le': None, 'lle': None, 'sei': None}",CHEMBL4552531,,CHEMBL4552531,4.42,0,http://www.openphacts.org/units/Nanomolar,3248587,=,1,1,=,,IC50,nM,,38000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,38.0
,19445609,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CCCn1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '15.60', 'le': None, 'lle': None, 'sei': None}",CHEMBL4444989,,CHEMBL4444989,4.43,0,http://www.openphacts.org/units/Nanomolar,3248588,=,1,1,=,,IC50,nM,,37000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,37.0
,19445610,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)Cn1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '18.64', 'le': None, 'lle': None, 'sei': None}",CHEMBL4089739,,CHEMBL4089739,5.04,0,http://www.openphacts.org/units/Nanomolar,3248589,=,1,1,=,,IC50,nM,,9200.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,9.2
,19445611,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)[C@H](C)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '16.61', 'le': None, 'lle': None, 'sei': None}",CHEMBL4563587,,CHEMBL4563587,4.72,0,http://www.openphacts.org/units/Nanomolar,3248590,=,1,1,=,,IC50,nM,,19000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,19.0
,19445612,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC(C)[C@@H](C(=O)OC)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '14.06', 'le': None, 'lle': None, 'sei': None}",CHEMBL4563580,,CHEMBL4563580,4.59,0,http://www.openphacts.org/units/Nanomolar,3248591,=,1,1,=,,IC50,nM,,25800.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,25.8
,19445613,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)[C@H](CC(C)C)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '13.65', 'le': None, 'lle': None, 'sei': None}",CHEMBL4444060,,CHEMBL4444060,4.45,0,http://www.openphacts.org/units/Nanomolar,3248592,=,1,1,=,,IC50,nM,,35200.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,35.2
,19445614,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)[C@@H](CC(C)C)n1[se]c2ccccc2c1=O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '13.45', 'le': None, 'lle': None, 'sei': None}",CHEMBL4469463,,CHEMBL4469463,4.39,0,http://www.openphacts.org/units/Nanomolar,3248593,=,1,1,=,,IC50,nM,,40900.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,40.9
,19445615,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '9.02', 'le': None, 'lle': None, 'sei': None}",CHEMBL385817,EBSELEN DISELENIDE,CHEMBL385817,4.96,0,http://www.openphacts.org/units/Nanomolar,3248594,=,1,1,=,,IC50,nM,,10900.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,10.9
,19445616,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC(CO)NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)NC(CC)CO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL4539240,,CHEMBL4539240,,0,http://www.openphacts.org/units/Nanomolar,3248595,=,1,1,=,,IC50,nM,,108000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,108.0
,19445617,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CNC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)NCC(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4431351,J Med Chem,2016,,CHEMBL3747547,,CHEMBL3747547,,0,http://www.openphacts.org/units/Nanomolar,3248596,=,1,1,=,,IC50,nM,,121500.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,121.5
,19445618,[],CHEMBL4432505,Inhibition of recombinant Helicobacter pylori urease expressed in Escherichia coli rosetta DE3 using urea as substrate assessed as transformed cell urea splitting activity preincubated for 2 hrs followed by substrate addition measured after 2 hrs by Berthelot assay,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H](NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)N[C@@H](C)C(=O)O)C(=O)O,,,CHEMBL4431351,J Med Chem,2016,"{'bei': '8.46', 'le': None, 'lle': None, 'sei': None}",CHEMBL3747132,,CHEMBL3747132,4.59,0,http://www.openphacts.org/units/Nanomolar,3248597,=,1,1,=,,IC50,nM,,25900.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,25.9
